<<<<<<< HEAD
Date,Usage (kWh),Cost ($),Hi,Low
2020-09-07 00:00:00,3.9,0.46,93,78
2020-09-07 01:00:00,3.5,0.41,93,78
2020-09-07 02:00:00,3.1,0.37,93,78
2020-09-07 03:00:00,1.7,0.2,93,78
2020-09-07 04:00:00,2.0,0.24,93,78
2020-09-07 05:00:00,1.1,0.13,93,78
2020-09-07 06:00:00,1.2,0.14,93,78
2020-09-07 07:00:00,1.2,0.15,93,78
2020-09-07 08:00:00,1.5,0.17,93,78
2020-09-07 09:00:00,1.8,0.21,93,78
2020-09-07 10:00:00,2.0,0.24,93,78
2020-09-07 11:00:00,2.0,0.24,93,78
2020-09-07 12:00:00,1.8,0.21,93,78
2020-09-07 13:00:00,3.5,0.42,93,78
2020-09-07 14:00:00,3.8,0.45,93,78
2020-09-07 15:00:00,2.4,0.29,93,78
2020-09-07 16:00:00,3.9,0.46,93,78
2020-09-07 17:00:00,1.9,0.22,93,78
2020-09-07 18:00:00,2.0,0.23,93,78
2020-09-07 19:00:00,2.1,0.25,93,78
2020-09-07 20:00:00,4.5,0.54,93,78
2020-09-07 21:00:00,4.3,0.51,93,78
2020-09-07 22:00:00,2.9,0.35,93,78
2020-09-07 23:00:00,2.0,0.24,93,78
2020-09-08 00:00:00,1.6,0.2,84,77
2020-09-08 01:00:00,1.5,0.18,84,77
2020-09-08 02:00:00,1.5,0.17,84,77
2020-09-08 03:00:00,1.4,0.16,84,77
2020-09-08 04:00:00,1.8,0.22,84,77
2020-09-08 05:00:00,1.2,0.14,84,77
2020-09-08 06:00:00,1.3,0.15,84,77
2020-09-08 07:00:00,1.6,0.19,84,77
2020-09-08 08:00:00,1.7,0.2,84,77
2020-09-08 09:00:00,1.6,0.19,84,77
2020-09-08 10:00:00,1.2,0.15,84,77
2020-09-08 11:00:00,2.1,0.25,84,77
2020-09-08 12:00:00,1.6,0.2,84,77
2020-09-08 13:00:00,2.6,0.31,84,77
2020-09-08 14:00:00,2.8,0.34,84,77
2020-09-08 15:00:00,1.9,0.23,84,77
2020-09-08 16:00:00,2.0,0.24,84,77
2020-09-08 17:00:00,2.1,0.25,84,77
2020-09-08 18:00:00,3.4,0.41,84,77
2020-09-08 19:00:00,6.5,0.77,84,77
2020-09-08 20:00:00,3.4,0.41,84,77
2020-09-08 21:00:00,2.7,0.33,84,77
2020-09-08 22:00:00,2.1,0.24,84,77
2020-09-08 23:00:00,2.1,0.25,84,77
=======
Date,Usage (kWh),Cost ($),Hi,Low
2020-09-07 00:00:00,3.9,0.46,93,78
2020-09-07 01:00:00,3.5,0.41,93,78
2020-09-07 02:00:00,3.1,0.37,93,78
2020-09-07 03:00:00,1.7,0.2,93,78
2020-09-07 04:00:00,2.0,0.24,93,78
2020-09-07 05:00:00,1.1,0.13,93,78
2020-09-07 06:00:00,1.2,0.14,93,78
2020-09-07 07:00:00,1.2,0.15,93,78
2020-09-07 08:00:00,1.5,0.17,93,78
2020-09-07 09:00:00,1.8,0.21,93,78
2020-09-07 10:00:00,2.0,0.24,93,78
2020-09-07 11:00:00,2.0,0.24,93,78
2020-09-07 12:00:00,1.8,0.21,93,78
2020-09-07 13:00:00,3.5,0.42,93,78
2020-09-07 14:00:00,3.8,0.45,93,78
2020-09-07 15:00:00,2.4,0.29,93,78
2020-09-07 16:00:00,3.9,0.46,93,78
2020-09-07 17:00:00,1.9,0.22,93,78
2020-09-07 18:00:00,2.0,0.23,93,78
2020-09-07 19:00:00,2.1,0.25,93,78
2020-09-07 20:00:00,4.5,0.54,93,78
2020-09-07 21:00:00,4.3,0.51,93,78
2020-09-07 22:00:00,2.9,0.35,93,78
2020-09-07 23:00:00,2.0,0.24,93,78
2020-09-08 00:00:00,1.6,0.2,84,77
2020-09-08 01:00:00,1.5,0.18,84,77
2020-09-08 02:00:00,1.5,0.17,84,77
2020-09-08 03:00:00,1.4,0.16,84,77
2020-09-08 04:00:00,1.8,0.22,84,77
2020-09-08 05:00:00,1.2,0.14,84,77
2020-09-08 06:00:00,1.3,0.15,84,77
2020-09-08 07:00:00,1.6,0.19,84,77
2020-09-08 08:00:00,1.7,0.2,84,77
2020-09-08 09:00:00,1.6,0.19,84,77
2020-09-08 10:00:00,1.2,0.15,84,77
2020-09-08 11:00:00,2.1,0.25,84,77
2020-09-08 12:00:00,1.6,0.2,84,77
2020-09-08 13:00:00,2.6,0.31,84,77
2020-09-08 14:00:00,2.8,0.34,84,77
2020-09-08 15:00:00,1.9,0.23,84,77
2020-09-08 16:00:00,2.0,0.24,84,77
2020-09-08 17:00:00,2.1,0.25,84,77
2020-09-08 18:00:00,3.4,0.41,84,77
2020-09-08 19:00:00,6.5,0.77,84,77
2020-09-08 20:00:00,3.4,0.41,84,77
2020-09-08 21:00:00,2.7,0.33,84,77
2020-09-08 22:00:00,2.1,0.24,84,77
2020-09-08 23:00:00,2.1,0.25,84,77
>>>>>>> 577e1861bb1146f799b8111d3fb49703d75517b9
